input_text	target_text
magistre virus	매지스트르바이러스
Sheet	시트
begaton	베가톤
Monterey	몬터리
Hollywood	할리우드
perceptron	퍼셉트론
Cabot Strait	캐벗 해협
Clemens Freiherr von	클레멘스 남작
Diaz de Gamara	디아스데가마라
Barrow County	배로 카운티
Clovis	클로비스
Warthen	워덴
Dakota	다코타
Mustafa	무스타파
piperazine	피페라진
Forest Falls	포레스트 폴스
Mossy	모시
Bardwell	바드웰
soft contact lens	소프트콘택트렌즈
yellowcake	옐로케이크
Belmar	벨마
Bluff City	블러프시티
Allen	알렌
Hillside	힐사이드
Marietta	매리에타
Diderot	디드로
Hugh	휴
Sotherton	소서턴
Cedar Point	시더 포인트
ORSON	오슨
metol	메톨
O'Brien	오브라이언
printer	프린터
Eucalyptus Hills	유칼립투스 힐스
item	아이템
concert hall	콘서트홀
Adams	애덤스
White	화이트
Disney	디즈니
CP	시피
teak	티크
Sudermann	주더만
Brett	브렛
cyclone	사이클론
Gillis	길리스
Essex	에식스
Francesco	프란체스코
Fitzpatrick	피츠페트릭
Vestberg	베스트베리
Wash	워시
Washington	워싱턴
Lambert	람베르트
Daniel Nathans	대니얼 네이선스
alcohol burner	알코올버너
program	프로그램
Reece	리스
Stephen	스티븐
cable car	케이블 카
barbell	바벨
John Enders	존 엔더스
Random Lake	랜덤레이크
Dirkmaat	더크마트
Bentonville	벤턴빌
telecommuting	텔레커뮤팅
Mattoon	머툰
Chabot	섀벗
boycott	보이콧
Carter County	카터 카운티
Eagleville	이글빌
caviar	캐비어
Maurice Wilkins	모리스 윌킨스
Strasburg	슈트라스부르크
Whiteson	화이트선
Logan	로건
Ingram	잉그럼
West Long Branch	웨스트롱브랜치
Astana	아스타나
Cominform	코민포름
Stewart	스튜어트
Newfoundland Bank	뉴펀들랜드 뱅크
Silver Grove	실버 그로브
membership	멤보쉽
restricted credit	리스트릭티드크레디트
Columbia	컬럼비아
Pletka	플렛카
Korholz	코롤즈
Hinshelwood	힌셜우드
Kent	켄트
differential gear	디퍼렌셜기어
City and Borough of Sitka	싯카
Marc	마크
Maseru	마세루
flask	플라스크
Metropolis	메트로폴리스
Treloar	트렐로아
Sioux Creek	수 크리크
more	모어
Midlothian	미들로디언
Bethany	베서니
Casville	캐스빌
traveller	트래블러
Crandon	크랜든
kagu	카구
Bruno	브루노
range	렌지
Flotow	플로토
roller printing	롤러프린팅
spirit	스피릿
Chu	추
Pike County	파이크 카운티
shooter	슈터
Washington	워싱턴
uniform	유니폼
St. Elmo	세인트 엘모
Little Cacapon	리틀 카카폰
klystron	클라이스트론
Wilmington Beach	윌밍턴 비치
Lincoln	링컨
Havre	해버
motor	모터
dimethylamine	디메틸아민
white gold	화이트골드
Garrison	개리슨
GRU	그루
Brittany	브리타니
McIlroy	매킬로이
baby	베이비
Eddy County	에디 카운티
Lorin Varencove	로린 바렝코브
Cereus	세레우스
Lexington	렉싱턴
flying ring	플라잉링
survival	서바이벌
Gieseking	기제킹
Madison	메디슨
parathormone	파라토르몬
telegony	텔레고니
Leona	리오나
Cobleskill	코블스킬
Moccasin	모카신
Lincoln Park	링컨파크
Buffalo City	버팔로 시티
Bettles	베틀스
Isaac	이삭
New Lenox	뉴레녹스
Ramsey County	램지 카운티
Perrin	페랭
Fenner	페너
pocket nebulizer	포켓네뷸라이저
Ottawa County	오타와 카운티
digital	디지털
Isidorus	이시도루스
Johnson	존슨
Buchanan	뷰캐넌
McQueen	매퀸
Latte Stone Park	라테스톤 공원
Solen	솔른
NEP	네프
Kashi	캐시
LaGrange County	라그랜지 카운티
Ruth	루스
Greater Manchester	그레이터맨체스터 주
match	매치
crepe paper	크레이프페이퍼
Lubbock	루복
Scotts Valley	스코츠 밸리
Newell	뉴얼
script	스크립트
Toyah	토이아
John	존
Rigolet	리걸렛
Eubank	유뱅크
Miami	마이애미
Nagoya	나고야
ergometer	에르고미터
quiz	퀴즈
Wayne County	웨인 카운티
Winder	윈더
Clegg	클레그
Manor	마노
mycoplasma	마이코플라스마
Battle Lake	배틀레이크
Las Animas County	라스 애니마스 카운티
ALM	에이엘엠
Duhamel	뒤아멜
left fullback	레프트풀백
Canyon	캐니언
deciare	데시아르
Graham County	그레이엄 카운티
Sosa	소사
Richfield	리치필드
McKenzie County	맥켄지 카운티
Merrill	메릴
Fosters	포스터스
Naches	나치스
Ireland	아일랜드
double role	더블롤
Donatello	도나텔로
Kuhnau	쿠나우
batting order	배팅오더
homeostasis	호메오스타시스
Dreamland	드림랜드
Richards	리처즈
contrast	콘트라스트
Clinton County	클린턴 카운티
Waldo	월도
Dibelius	디벨리우스
Spillville	스필빌
Jefferson	제퍼슨
Constantius	콘스탄티우스
Ridgeway	리지웨이
Cahone	카혼
Radcliffe	래드클리프
Estrada Doctrine	에스트라다독트린
jeju	제주
Milbridge	밀브리지
stellite	스텔라이트
Kernersville	커너스빌
bacillus	바실루스
Martinborough	마틴버러
Passport	패스포트
plankton net	플랑크톤네트
Somers	소머스
sense	센스
balkline	보크라인
VOA	브이오에이
Ogilvy	오길비
Newburgh	뉴버그
atrium	아트리움
brochure ware	브로슈어웨어
WinZip	윈집
Dominatus	도미나투스
Haralson County	해럴슨 카운티
Cone	콘
yahoo	야후
David	데이비드
barbecue	바비큐
stainless	스테인리스
Lufkin	러프킨
Albert Abraham Michelson	앨버트 에이브러햄 마이컬슨
LABUAN BAJO	라부안바조
Windermere	윈더미어
Topsham	탑스햄
Spencer	스펜서
accordion pleats	아코디언플리츠
tarbagan	타르바간
Hardy County	하디 카운티
Ovalau	오발라우
quasar	퀘이사
Long Pine	롱 파인
North College Hill	노스 칼리지 힐
McDaniel	맥다니엘
Watertown	워터타운
ice skate	아이스스케이트
Reading	레딩
Neal	닐
Peculiar	퍼큘리어
Axel	액설
Owen County	오언 카운티
Albuquerque	앨버커큐
Cullman	컬먼
Lancaster	랭커스터
spoiler	스포일러
Edgartown	에드가타운
Colin	콜린
Feuerbach	포이어바흐
Cherokee	체로키
euphemism	유피미즘
Ambrose	앰브로즈
Wawona	와워나
Sydney	시드니
Tangent	탠전트
Leal	릴
Rous	라우스
Larned	라니드
Zarathustra	자라투스트라
Tony	토니
mullite	멀라이트
Wyandot County	와이언도트 카운티
wikipedia	위키피디아
Meigs	메그스
Orangeville	오렌지빌
Korinthos	코린토스
Eastham	이스텀
Homestead	홈스테드
Wood River	우드 리버
Campbell	캠벨
Wagon Branch	웨이건 브랜치
Charles County	찰스 카운티
vitamin P	비타민 피
cresol	크레졸
Eugene Paul	유진 폴
Barnes	반스
Stephen	스티븐
West Gardiner	웨스트 가드너
Prada	프라다
Power County	파워 카운티
Mulberry	멀베리
phone meter	폰미터
Village of Indian Hill	빌리지 오브 인디언 힐
manatee	매너티
soft	소프트
mascara	마스카라
Lackawanna	래커워너
folio	폴리오
Tippo	팁포
Somalia	소말리아
piano sonata	피아노소나타
Onaway	온어웨이
penicillin shock	페니실린쇼크
Kenosha	커노샤
Shindler	신들러
Obion	오바이언
Dogue	도그
Trousdale	트라우스데일
lactone	락톤
drawing	드로잉
phototransistor	포토트랜지스터
OL	오엘
Montross	몬트로스
Marion	매리언
Gregg	그레그
Panama	패너마
Ainslie	에인즐리
court house	코트하우스
Montour	몽투르
take off	테이크오프
Delphi	델파이
Da Nang	다낭
Columbus	컬럼버스
EFTA	이에프티에이
backfire	백파이어
Bear River	베어 리버
Pelham	펠햄
underlying	언더라잉
Ceuta	세우타
Mankiw	맨큐
Ludlow	러들로
Sarcoxie	사콕시
kalanchoe	칼랑코에
Ferdinand	퍼디낸드
PCP	피시피
di Resta	디레스타
Accident	엑시던트
LaBelle	라벨
einsteinium	아인슈타이늄
methyl alcohol	메틸알코올
Zanesville	제인즈빌
Timberlane	팀버레인
valley	밸리
youth hostel	유스호스텔
Cherryvale	체리베일
Sandburg	샌드버그
pound	파운드
Gene	진
Clement	클레먼트
minus	마이너스
Jerrold	제럴드
Orono	오로노
harrow	해로
fluke	플루크
camassia	카마시아
Las Cruces	라스 크루스
nail	네일
Dover	도버
Vida	비다
taurine	타우린
Adams	애덤스빌
supermarket	슈퍼마켓
ATC	에이티시
bond	본드
Box Butte County	박스 뷰트 카운티
North San Pedro	노스샌피드로
Nocatee	노카티
North Yorkshire	노스요크셔
bulk	벌크
Cedar Falls	시더 폴스
hair lotion	헤어로션
Robespierre	로베스피에르
Boyden	보이든
Panther Valley	팬더 밸리
Akimiski Island	애키미스키
Vigny	비니
Elsey	엘시
hole in	홀인
hemotrophe	헤모트로페
Bosna	보스나
kinetophone	키네토폰
signal	시그널
Griggs County	그리그스 카운티
helium	헬륨
Queen Maud Land	퀸모드랜드
Kenny	케니
Harris	해리스
Carnot	카르노
Taconite	타코나이트
Harriet Harman	해리엇 하먼
Amos	애머스
Kirk	커크
Nicksville	닉스빌
Guyenne	귀엔
Nicolas Louis de	니콜라 루이 드
Springfield	스프링필드
Filchner	필히너
Armstrong County	암스트롱 카운티
Mata Hari	마타 하리
La Serena	라세레나
Ivanov	이바노프
coxswainless boat	콕슨리스보트
Opp	옵
Purcell	퍼셀
Stratford	스트랫퍼드
Ewart	이어트
Union County	유니언 카운티
cocoa	코코아
ICPO	아이시피오
Crossville	크로스빌
Newsletter	뉴스레터
Bombay	봄베이
Fargo	파고
Shmuel Agnon	슈무엘 아그논
Matsuyama	마쓰야마
Summerfield	섬머필드
Thornburg	손버그
Herbert Kroemer	허버트 크로머
glory	글로리
Pleasantville	플레전트빌
zip disc drive	집디스크드라이브
Kenton	켄턴
data flow machine	데이터플로머신
glucolipid	글루콜리피드
Panama	패너마
Ray	레이
Claude Elwood	클로드 엘우드
Hanna City	해나시티
Krabi	크라비
Burna	버나
dealer	딜러
Blumenbach	블루멘바흐
Conway	콘웨이
cola	콜라
Sault Sainte Marie	수세인트마리
Magan	메이건
glucose	글루코오스
Sutphen	섯븐
Rotary Club	로터리클럽
zigzag frieze	지그재그프리즈
Lake Como	레이크코모
Eileen	아일린
Sea Ranch	시 랜치
Catahoula Parish County	캐터훌라 패리시
Custer County	커스터 카운티
PS	피에스
Rowan	로언
setting	세팅
isomorphism	이소모피즘
Adams	애덤스
Armitage	아미티지
Hoffman	호프먼
Mars	마르스
Chester	체스터
Donald Arthur Glaser	도널드 아서 글레이저
Toscanelli	토스카넬리
O'Neill	오닐
Diogenes	디오게네스
Citronelle	시트로넬
Disney	디즈니
Currie	커리
Burnett	버넷
Brookeville	브룩빌
Sunbury	선버리
Regina	리자이나
Broadwater	브로드워터
Men in Black	멘 인 블랙
Greensburg	그린즈버그
ignitron	이그나이트론
Asian dollar	아시안달러
West Valley City	웨스트밸리시티
anti-internet	안티인터넷
Michael	마이클
hamster	햄스터
sling	슬링
Pluton	플루톤
Monroe County	먼로 카운티
Smarr	스마
paraoxyazobenzene	파라옥시아조벤젠
Roma	로마
Staupitz	슈타우피츠
Rocky Ford	록키 포드
tympan	팀판
fradiomycin	프라디오마이신
hidden card	히든카드
Bernie	버니
Hendricks	헨드릭스
Somerville	소머빌
Graeme	그레임
Orenburg	오렌부르크
sale	세일
Richard	리처드
muskrat	머스크랫
glow plug	글로플러그
Jose	호제이
Francis	프랜시스
Black Jack	블랙 잭
power	파워
fuse	퓨즈
Trystan	트리스턴
Roland	롤랜드
Tak-I-Bustan	타크이부스탄
multimedia	멀티미디어
Simpson Desert	심프슨 사막
Carney	카니
minimeter	미니미터
white cokes	화이트코크스
music	뮤직
amyl alcohol	아밀알코올
Le Roy	르 로이
audio	오디오
The Full Monty	풀 몬티
Canyon	캐니언
Pelican Books	펠리컨북스
routine	루틴
Winnebago	위너베이고
Norman Wells	노먼웰스
omelet-rice	오무라이스
Mariel	매리얼
Abilene	아빌렌
Tarde	타르드
McCord	매코드
coffee-set	커피세트
Arthur	아서
Mount Vernon	마운트 버넌
hematochrome	헤마토크롬
Avon Park	에이번 파크
Morrill	모릴
Ferrari	페라리
Kapodistrias	카포디스트리아스
OR	오어
SF	에스에프
comparator	콤퍼레이터
Wallis	월리스
Portal	포털
ACU	에이시유
barrel	배럴
Monique	모니크
Tosti	토스티
WebBench	웹벤치
Woodson	우드슨
Navarre	나바르
Wright County	라이트 카운티
Chacahoula	차카훌라
Millbrook	밀브룩
stretching	스트레칭
Ennis	에니스
happy smoke	해피스모크
La Valle	라 발
Cuba	쿠바
Muscogee	머스코지
Segundo	세군도
sill	실
Tangalooma	탕갈루마
New York Mills	뉴욕밀스
Russell	러셀
Canisteo	캐니스티오
Leigh	리
Bob	밥
Provo	프로보
Orange City	오렌지 시티
Falfurrias	팰퓨리어스
earphone	이어폰
console	콘솔
sandbag	샌드백
IMF	아이엠에프
oncidium	온시듐
matte	매트
William Matthew Flinders	윌리엄 매슈 플린더스
contents	콘텐츠
Pandora	팬도라
Fort Mill	포트 밀
Pasco	패스코
soliton	솔리톤
David	데이비드
Sutton	서턴
Tulsa	털사
body language	보디랭귀지
menstruation	멘스트루에이션
Franklin Park	프랭클린 파크
teamwork	팀워크
Tyngsborough	팅스버러
indigo red	인디고레드
Erevan	예레반
Barstow	바스토
exclude	익스클루드
Hampstead	햄스테드
cross	크로스
Grandview	그랜드뷰
JV	제이브이
Auburn	오번
curling	컬링
conductance	컨덕턴스
Harrison	해리슨
Cecilia	세실리아
Faro	파로
Mycorrhiza	마이코라이자
Poughkeepsie	포킵시
Mary Jo	메리 조
Burnside	번사이드
Kenneth	케네스
Eola	이올라
Isle	아일랜드 뷰
Richey	리치
airbnb	에어비앤비
Falletta	펄레타
Northwest	노스웨스트
White	화이트
nicotine	니코틴
Catherine	캐서린
Low Gap	로갭
KELLY	켈리
Lacon	레이컨
Mooresville	무어스빌
Lake City	레이크시티
Hancock	행콕
Karen	캐런
Manton	맨턴
Mills County	밀스 카운티
Muscatine	머스카틴
Basutoland	바수톨란드
McCarthy	매카시
James Cronin	제임스 크로닌
loose ball	루스볼
Lindose	린도즈
headphone	헤드폰
Minturn	민턴
Charles P	찰스
plastic	플라스틱
Olga	올가
Macon	메이컨
Julich	줄리치
IBA	아이비에이
Jeremy	제러미
Newby	뉴비
Clearwater	클리어워터
Norcross	노크로스
Kuprin	쿠프린
gazania	가자니아
pyro	피로
nut	너트
Antoine Laurent	앙투안 로랑
Floyd	플로이드
Gaston	개스턴
Manhattan Beach	맨해튼 비치
zip-line	집라인
center	센터
fossa	포사
Carlyle	칼라일
Armstrong	암스트롱
gin fizz	진피즈
Belva	벨버
University Park	유니버시티 파크
Moran	모런
Paul Johann Anselm	파울 요한 안젤름
Hinsdale	힌즈데일
harmonica	하모니카
screw kick	스크루킥
Don Bosco	돈 보스코
amethyst	애미시스트
Pittsboro	피츠버러
Detrani	디트라니
Allende	아옌데
Butch	부치
Afton	애프턴
Worth County	워스 카운티
Brian	브라이언
Schoomaker	슈메이커
Pula	풀라
Abrahamson	에이브러햄슨
Arthurdale	아서데일
Madawaska	마다와스카
Piney Point Village	파이니포인트빌리지
booth	부스
Buckingham County	버킹엄 카운티
key bed	키베드
Oreopithecus	오레오피테쿠스
Sharp	샤프
Denton County	덴턴 카운티
Walker	워커
Stephens County	스티븐스 카운티
rollercoaster	롤러코스터
Rachman	래크먼
Henriette	헨리에트
Lyly	릴리
Keeneland	킨랜드
Lott	롯
entropy	엔트로피
Greece	그리스
Bostic	보스틱
Nassau County	나소 카운티
Otago	오타고
Otterbein	오터바인
Jay	제이
cotat	코태트
Coleraine	콜러레인
Dubnium	더브늄
monocle	모노클
Derma	더마
Los Altos	로스앨터스
Charles Townes	찰스 타운스
minstrel	민스트럴
anticorona	안티코로나
clamp	클램프
Granite	그래나이트
Lewis County	루이스 카운티
Weeki Wachee	위키와치
Maypearl	메이펄
Fall River County	폴 리버 카운티
vanda	반다
Normandy	노르만디
Klim	클림
Mithra	미트라
Newfields	뉴필즈
Prattville	프랫빌
MP	엠피
Herman	허먼
Readfield	리드필드
wire rope	와이어 로프
Orkney	오크니
date	데이트
Fort Goff	포트 고프
Groote Eylandt	그루트아일런드
Noble	노블
Clark County	클라크 카운티
Lisa	리사
Branagh	브래나
punching bag	펀칭백
Iola	아이올라
Kariba Dam	카리바댐
CIO	시아이오
mania	마니아
Phoenix	피닉스
tachometer	태코미터
yes	예스
Brusly	브루슬리
rear-engine	리어엔진
hair dryer	헤어드라이어
cyclobarbital	시클로바르비탈
FAI	에프에이아이
Boonville	분빌
South Elgin	사우스엘긴
Jo Daviess	조데이비스
Heaviside	헤비사이드
New York	뉴욕
Black Country	블랙컨트리
Blaine	블레인
Becca	베카
Kendrick	켄드릭
Butler	버틀러
Rolling Hills	롤링 힐스
Bunny	버니
West Point	웨스트 포인트
James	제임스
Novela	노벨라
hot laboratory	핫래버러토리
oxine	옥신
ELDO	엘도
Thomas	토머스
Remarque	레마르크
veil	베일
Durbin	더빈
THI	티에이치아이
Walters	월터스
Sea Bright	시브라이트
Edinburg	에딘버그
Elk City	엘크시티
Butte-Silver Bow	뷰트실버보
visual show	비주얼쇼
Mcluhan	매클루언
Grant	그랜트
Pender County	펜더 카운티
Ontario	온타리오
Salmon	살몽
Pentagon	펜타곤
Crystal	크리스털
Tony	토니
Rolling Hills	롤링 힐스
PAUL	폴
Scott	스콧
Marion County	매리언 카운티
Aaron	에런
Jorge Torres	조지 토러스
Bayfield	베이필드
Betty	베티
Tim	팀
Teton	티턴
drink	드링크
