prefix	input_text	target_text
kor to eng	서리	Surry
eng to kor	Alexander	알렉산더
kor to eng	알렉산더	Alexander
eng to kor	outlet	아웃렛
kor to eng	아웃렛	outlet
eng to kor	Perrysburg	페리스버그
kor to eng	페리스버그	Perrysburg
eng to kor	Creola	크레올라
kor to eng	크레올라	Creola
eng to kor	Syre	사이어
kor to eng	사이어	Syre
eng to kor	Agra	아그라
kor to eng	아그라	Agra
eng to kor	Ricardo	리카도
kor to eng	리카도	Ricardo
eng to kor	nodule	노듈
kor to eng	노듈	nodule
eng to kor	Hirschville	허쉬빌
kor to eng	허쉬빌	Hirschville
eng to kor	Cole Peverley	콜 페벌리
kor to eng	콜 페벌리	Cole Peverley
eng to kor	Paralympics	패럴림픽
kor to eng	패럴림픽	Paralympics
eng to kor	armhole	암홀
kor to eng	암홀	armhole
eng to kor	chromatin	크로마틴
kor to eng	크로마틴	chromatin
eng to kor	Porter	포터
kor to eng	포터	Porter
eng to kor	Slim	슬림
kor to eng	슬림	Slim
eng to kor	Magan	메이건
kor to eng	메이건	Magan
eng to kor	Rock Springs	록스프링스
kor to eng	록스프링스	Rock Springs
eng to kor	Cuvier	퀴비에
kor to eng	퀴비에	Cuvier
eng to kor	Donna	도나
kor to eng	도나	Donna
eng to kor	rim clutch	림클러치
kor to eng	림클러치	rim clutch
eng to kor	plastic boat	플라스틱보트
kor to eng	플라스틱보트	plastic boat
eng to kor	Kermadec	케르마데크
kor to eng	케르마데크	Kermadec
eng to kor	Olive Branch	올리브브랜치
kor to eng	올리브브랜치	Olive Branch
eng to kor	Pontormo	폰토르모
kor to eng	폰토르모	Pontormo
eng to kor	Bayard	바야드
kor to eng	바야드	Bayard
eng to kor	gigabyte	기가바이트
kor to eng	기가바이트	gigabyte
eng to kor	Leith	리스
kor to eng	리스	Leith
eng to kor	Haile Selassie	하일레 셀라시에
kor to eng	하일레 셀라시에	Haile Selassie
eng to kor	La Gloria	라 글로리아
kor to eng	라 글로리아	La Gloria
eng to kor	Finsen	핀센
kor to eng	핀센	Finsen
eng to kor	Sundown	선다운
kor to eng	선다운	Sundown
eng to kor	waterproof	워터프루프
kor to eng	워터프루프	waterproof
eng to kor	NUKUS	누쿠스
kor to eng	누쿠스	NUKUS
eng to kor	media	미디어
kor to eng	미디어	media
eng to kor	deep focus	디프포커스
kor to eng	디프포커스	deep focus
eng to kor	West Point	웨스트포인트
kor to eng	웨스트포인트	West Point
eng to kor	bulb	벌브
kor to eng	벌브	bulb
eng to kor	Kevil	케빌
kor to eng	케빌	Kevil
eng to kor	Socrates	소크라테스
kor to eng	소크라테스	Socrates
eng to kor	Mumford	멈퍼드
kor to eng	멈퍼드	Mumford
eng to kor	Fargo	파고
kor to eng	파고	Fargo
eng to kor	Peptidoglycan	펩티도글리칸
kor to eng	펩티도글리칸	Peptidoglycan
eng to kor	outside kick	아웃사이드킥
kor to eng	아웃사이드킥	outside kick
eng to kor	Boykins	보이킨스
kor to eng	보이킨스	Boykins
eng to kor	Bloomfield	블룸필드
kor to eng	블룸필드	Bloomfield
eng to kor	bearing box	베어링박스
kor to eng	베어링박스	bearing box
eng to kor	Antelope County	앤털로프 카운티
kor to eng	앤털로프 카운티	Antelope County
eng to kor	Orange	오렌지
kor to eng	오렌지	Orange
eng to kor	variety show	버라이어티쇼
kor to eng	버라이어티쇼	variety show
eng to kor	Viau	비오
kor to eng	비오	Viau
eng to kor	Goshen	고션
kor to eng	고션	Goshen
eng to kor	Namur	나무르
kor to eng	나무르	Namur
eng to kor	butane	부탄
kor to eng	부탄	butane
eng to kor	Samuel	사무엘
kor to eng	사무엘	Samuel
eng to kor	Katie	케이티
kor to eng	케이티	Katie
eng to kor	Hopedale	호프데일
kor to eng	호프데일	Hopedale
eng to kor	contrabassoon	콘트라바순
kor to eng	콘트라바순	contrabassoon
eng to kor	Wooster	우스터
kor to eng	우스터	Wooster
eng to kor	Jupiter Island	주피터아일랜드
kor to eng	주피터아일랜드	Jupiter Island
eng to kor	flat collar	플랫칼라
kor to eng	플랫칼라	flat collar
eng to kor	triptych	트립틱
kor to eng	트립틱	triptych
eng to kor	dps	디피에스
kor to eng	디피에스	dps
eng to kor	Mecklenburg	메클런버그
kor to eng	메클런버그	Mecklenburg
eng to kor	Bridgewater	브리지워터
kor to eng	브리지워터	Bridgewater
eng to kor	Sanaa	싸나
kor to eng	싸나	Sanaa
eng to kor	Duson	두손
kor to eng	두손	Duson
eng to kor	Marquette	마켓
kor to eng	마켓	Marquette
eng to kor	Strong	스트롱
kor to eng	스트롱	Strong
eng to kor	ruthenium	루테늄
kor to eng	루테늄	ruthenium
eng to kor	Shannon	섀넌
kor to eng	섀넌	Shannon
eng to kor	neck	넥
kor to eng	넥	neck
eng to kor	master	마스터
kor to eng	마스터	master
eng to kor	Sand Gap	샌드갭
kor to eng	샌드갭	Sand Gap
eng to kor	Chladni	클라드니
kor to eng	클라드니	Chladni
eng to kor	Outing	아우팅
kor to eng	아우팅	Outing
eng to kor	Newbern	뉴번
kor to eng	뉴번	Newbern
eng to kor	Turuturu-mokai Pa	투루투루 모카이 파
kor to eng	투루투루 모카이 파	Turuturu-mokai Pa
eng to kor	cornet	코넷
kor to eng	코넷	cornet
eng to kor	caryatid	카리아티드
kor to eng	카리아티드	caryatid
eng to kor	Nueces	뉴에이서스
kor to eng	뉴에이서스	Nueces
eng to kor	Monico	모니코
kor to eng	모니코	Monico
eng to kor	install	인스톨
kor to eng	인스톨	install
eng to kor	Wythe	위스
kor to eng	위스	Wythe
eng to kor	Nada	나다
kor to eng	나다	Nada
eng to kor	WIPI	위피
kor to eng	위피	WIPI
eng to kor	Moss Point	모스 포인트
kor to eng	모스 포인트	Moss Point
eng to kor	Winkler	윙클러
kor to eng	윙클러	Winkler
eng to kor	Hayesville	헤이즈빌
kor to eng	헤이즈빌	Hayesville
eng to kor	Schnitzler	슈니츨러
kor to eng	슈니츨러	Schnitzler
eng to kor	Twaddle	트워들
kor to eng	트워들	Twaddle
eng to kor	Medford	메드퍼드
kor to eng	메드퍼드	Medford
eng to kor	AGM	에이지엠
kor to eng	에이지엠	AGM
eng to kor	monotone	모노톤
kor to eng	모노톤	monotone
eng to kor	sign	사인
kor to eng	사인	sign
eng to kor	Grant	그랜트
kor to eng	그랜트	Grant
eng to kor	Blossom	블로섬
kor to eng	블로섬	Blossom
eng to kor	Caswell	캐스웰
kor to eng	캐스웰	Caswell
eng to kor	Gunn diode	건다이오드
kor to eng	건다이오드	Gunn diode
eng to kor	scuba	스쿠버
kor to eng	스쿠버	scuba
eng to kor	Abilene	애빌린
kor to eng	애빌린	Abilene
eng to kor	Warthen	워던
kor to eng	워던	Warthen
eng to kor	Larry	래리
kor to eng	래리	Larry
eng to kor	Newcomen	뉴커먼
kor to eng	뉴커먼	Newcomen
eng to kor	Powys	포위스
kor to eng	포위스	Powys
eng to kor	George	조지
kor to eng	조지	George
eng to kor	Hilliard	힐리어드
kor to eng	힐리어드	Hilliard
eng to kor	Hodgeman County	호지먼 카운티
kor to eng	호지먼 카운티	Hodgeman County
eng to kor	complex	콤플렉스
kor to eng	콤플렉스	complex
eng to kor	ottoman	오토만
kor to eng	오토만	ottoman
eng to kor	compiler	컴파일러
kor to eng	컴파일러	compiler
eng to kor	doublet	더블릿
kor to eng	더블릿	doublet
eng to kor	Jewett	주잇
kor to eng	주잇	Jewett
eng to kor	Roseland	로즐랜드
kor to eng	로즐랜드	Roseland
eng to kor	Blum	블룸
kor to eng	블룸	Blum
eng to kor	Montana	몬태나
kor to eng	몬태나	Montana
eng to kor	Griswold	그리스울드
kor to eng	그리스울드	Griswold
eng to kor	Jesse	제시
kor to eng	제시	Jesse
eng to kor	tiltup	틸트업
kor to eng	틸트업	tiltup
eng to kor	mercurochrome	머큐로크롬
kor to eng	머큐로크롬	mercurochrome
eng to kor	thesaurus	시소러스
kor to eng	시소러스	thesaurus
eng to kor	Santa Monica	샌타모니카
kor to eng	샌타모니카	Santa Monica
eng to kor	dry gin	드라이진
kor to eng	드라이진	dry gin
eng to kor	Washington	워싱턴
kor to eng	워싱턴	Washington
eng to kor	Hippolyte Paul	이폴리트 폴
kor to eng	이폴리트 폴	Hippolyte Paul
eng to kor	Morgan County	모건 카운티
kor to eng	모건 카운티	Morgan County
eng to kor	Beltrami	벨트라미
kor to eng	벨트라미	Beltrami
eng to kor	index card	인덱스카드
kor to eng	인덱스카드	index card
eng to kor	Cedar City	시더시티
kor to eng	시더시티	Cedar City
eng to kor	SO	에스오
kor to eng	에스오	SO
eng to kor	wink	윙크
kor to eng	윙크	wink
eng to kor	Daisy	데이지
kor to eng	데이지	Daisy
eng to kor	Hedwig Village	헤드위그빌리지
kor to eng	헤드위그빌리지	Hedwig Village
eng to kor	Washtucna	워시터크나
kor to eng	워시터크나	Washtucna
eng to kor	Middlefield	미들필드
kor to eng	미들필드	Middlefield
eng to kor	Pensacola	펜서콜라
kor to eng	펜서콜라	Pensacola
eng to kor	Oaks	오크스
kor to eng	오크스	Oaks
eng to kor	Burmester	버메스터
kor to eng	버메스터	Burmester
eng to kor	Milken	밀컨
kor to eng	밀컨	Milken
eng to kor	Camden	캠던
kor to eng	캠던	Camden
eng to kor	Cotonou	코토누
kor to eng	코토누	Cotonou
eng to kor	Arthur	아서
kor to eng	아서	Arthur
eng to kor	CND	시엔디
kor to eng	시엔디	CND
eng to kor	test pilot	테스트파일럿
kor to eng	테스트파일럿	test pilot
eng to kor	Holladay	홀러데이
kor to eng	홀러데이	Holladay
eng to kor	White Bird	화이트 버드
kor to eng	화이트 버드	White Bird
eng to kor	Lausanne	로잔
kor to eng	로잔	Lausanne
eng to kor	Chazelle	셔젤
kor to eng	셔젤	Chazelle
eng to kor	Cahill	케이힐
kor to eng	케이힐	Cahill
eng to kor	San Antonio	샌안토니오
kor to eng	샌안토니오	San Antonio
eng to kor	Commerce	커머스
kor to eng	커머스	Commerce
eng to kor	Stevensville	스티븐스빌
kor to eng	스티븐스빌	Stevensville
eng to kor	nolina	놀리나
kor to eng	놀리나	nolina
eng to kor	El Lago	엘 라고
kor to eng	엘 라고	El Lago
eng to kor	Afghanistan	아프가니스탄
kor to eng	아프가니스탄	Afghanistan
eng to kor	big brother	빅 브라더
kor to eng	빅 브라더	big brother
eng to kor	Iliff	일리프
kor to eng	일리프	Iliff
eng to kor	radial bearing	레이디얼베어링
kor to eng	레이디얼베어링	radial bearing
eng to kor	Dhaka	다카
kor to eng	다카	Dhaka
eng to kor	Newark	뉴어크
kor to eng	뉴어크	Newark
eng to kor	Miriklis	미리클리스
kor to eng	미리클리스	Miriklis
eng to kor	Leake County	리크 카운티
kor to eng	리크 카운티	Leake County
eng to kor	Thayne	새인
kor to eng	새인	Thayne
eng to kor	city	시티
kor to eng	시티	city
eng to kor	paradigm	패러다임
kor to eng	패러다임	paradigm
eng to kor	Timbercreek Canyon	팀버크리크캐니언
kor to eng	팀버크리크캐니언	Timbercreek Canyon
eng to kor	wombat	웜뱃
kor to eng	웜뱃	wombat
eng to kor	doubleheader	더블헤더
kor to eng	더블헤더	doubleheader
eng to kor	rupee	루피
kor to eng	루피	rupee
eng to kor	Fate	페이트
kor to eng	페이트	Fate
eng to kor	Evangelin	에반젤린
kor to eng	에반젤린	Evangelin
eng to kor	Fletcherism	플레처리즘
kor to eng	플레처리즘	Fletcherism
eng to kor	Ordway	오드웨이
kor to eng	오드웨이	Ordway
eng to kor	Sigvaldason	시그월드슨
kor to eng	시그월드슨	Sigvaldason
eng to kor	case	케이스
kor to eng	케이스	case
eng to kor	Graham County	그레이엄 카운티
kor to eng	그레이엄 카운티	Graham County
eng to kor	Hindsboro	하인즈버러
kor to eng	하인즈버러	Hindsboro
eng to kor	Oil Creek	오일 크리크
kor to eng	오일 크리크	Oil Creek
eng to kor	countdown	카운트다운
kor to eng	카운트다운	countdown
eng to kor	MWD	엠더블유디
kor to eng	엠더블유디	MWD
eng to kor	dead-ball line	데드볼라인
kor to eng	데드볼라인	dead-ball line
eng to kor	Bridgton	브리지튼
kor to eng	브리지튼	Bridgton
eng to kor	Carroll County	캐럴 카운티
kor to eng	캐럴 카운티	Carroll County
eng to kor	Springdale	스프링데일
kor to eng	스프링데일	Springdale
eng to kor	Blocksburg	블록스버그
kor to eng	블록스버그	Blocksburg
eng to kor	Lyons	라이언스
kor to eng	라이언스	Lyons
eng to kor	Grignard	그리냐르
kor to eng	그리냐르	Grignard
eng to kor	Kinzinger	킨징어
kor to eng	킨징어	Kinzinger
eng to kor	Blooming Grove	블루밍 그로브
kor to eng	블루밍 그로브	Blooming Grove
eng to kor	Adabelle	애더벨
kor to eng	애더벨	Adabelle
eng to kor	Saint Petersburg	세인트피터즈버그
kor to eng	세인트피터즈버그	Saint Petersburg
eng to kor	Melcher-Dallas	멜처 댈러스
kor to eng	멜처 댈러스	Melcher-Dallas
eng to kor	channel lease	채널리스
kor to eng	채널리스	channel lease
eng to kor	fascism	파시즘
kor to eng	파시즘	fascism
eng to kor	daycare	데이케어
kor to eng	데이케어	daycare
eng to kor	yard	야드
kor to eng	야드	yard
eng to kor	Epicantus	에피칸투스
kor to eng	에피칸투스	Epicantus
eng to kor	Island Grove	아일랜드 그로브
kor to eng	아일랜드 그로브	Island Grove
eng to kor	Campbell County	캠벨 카운티
kor to eng	캠벨 카운티	Campbell County
eng to kor	Bloomington	블루밍턴
kor to eng	블루밍턴	Bloomington
eng to kor	Greenwood	그린우드
kor to eng	그린우드	Greenwood
eng to kor	John	존
kor to eng	존	John
eng to kor	Redbird Smith	레드버드스미스
kor to eng	레드버드스미스	Redbird Smith
eng to kor	Lawrenceville	로렌스빌
kor to eng	로렌스빌	Lawrenceville
eng to kor	Hawkins	호킨스
kor to eng	호킨스	Hawkins
eng to kor	Luthersville	루서즈빌
kor to eng	루서즈빌	Luthersville
eng to kor	Woodbury County	우드베리 카운티
kor to eng	우드베리 카운티	Woodbury County
eng to kor	Paris	패리스
kor to eng	패리스	Paris
eng to kor	mantelpiece	맨틀피스
kor to eng	맨틀피스	mantelpiece
eng to kor	National	내셔널
kor to eng	내셔널	National
eng to kor	Bogota	보고타
kor to eng	보고타	Bogota
eng to kor	CARLO	칼로
kor to eng	칼로	CARLO
eng to kor	Don	돈
kor to eng	돈	Don
eng to kor	Noble County	노블 카운티
kor to eng	노블 카운티	Noble County
eng to kor	Blackstone	블랙스톤
kor to eng	블랙스톤	Blackstone
eng to kor	colloquium	컬로퀴엄
kor to eng	컬로퀴엄	colloquium
eng to kor	Zion	자이언
kor to eng	자이언	Zion
eng to kor	Crockett County	크로켓 카운티
kor to eng	크로켓 카운티	Crockett County
eng to kor	Forrest County	포레스트 카운티
kor to eng	포레스트 카운티	Forrest County
eng to kor	Gilmer County	길머 카운티
kor to eng	길머 카운티	Gilmer County
eng to kor	word	워드
kor to eng	워드	word
eng to kor	Marianna	메리애나
kor to eng	메리애나	Marianna
eng to kor	Orangeville	오렌지빌
kor to eng	오렌지빌	Orangeville
eng to kor	Colorado	콜로라도
kor to eng	콜로라도	Colorado
eng to kor	Harvey	하비
kor to eng	하비	Harvey
eng to kor	Crowley	크로울리
kor to eng	크로울리	Crowley
eng to kor	Rabun County	라분 카운티
kor to eng	라분 카운티	Rabun County
eng to kor	Bristow	브리스토
kor to eng	브리스토	Bristow
eng to kor	Williams	윌리엄스
kor to eng	윌리엄스	Williams
eng to kor	McMinn	맥민
kor to eng	맥민	McMinn
eng to kor	Illinois	일리노이
kor to eng	일리노이	Illinois
eng to kor	offence	오펜스
kor to eng	오펜스	offence
eng to kor	neutral	뉴트럴
kor to eng	뉴트럴	neutral
eng to kor	soft	소프트
kor to eng	소프트	soft
eng to kor	Holt	홀트
kor to eng	홀트	Holt
eng to kor	Stradivari	스트라디바리
kor to eng	스트라디바리	Stradivari
eng to kor	Permalloy	퍼멀로이
kor to eng	퍼멀로이	Permalloy
eng to kor	Drake	드레이크
kor to eng	드레이크	Drake
eng to kor	Wyoming	와이오밍
kor to eng	와이오밍	Wyoming
eng to kor	Granbury	그랜버리
kor to eng	그랜버리	Granbury
eng to kor	carnation	카네이션
kor to eng	카네이션	carnation
eng to kor	lapis lazuli	라피스라줄리
kor to eng	라피스라줄리	lapis lazuli
eng to kor	Ebert	이버트
kor to eng	이버트	Ebert
eng to kor	Norway	노르웨이
kor to eng	노르웨이	Norway
eng to kor	Jenna	제나
kor to eng	제나	Jenna
eng to kor	Crawford	크로퍼드
kor to eng	크로퍼드	Crawford
eng to kor	Santoromito	샌터로미토
kor to eng	샌터로미토	Santoromito
eng to kor	Pierpoint	피어포인트
kor to eng	피어포인트	Pierpoint
eng to kor	staple	스테이플
kor to eng	스테이플	staple
eng to kor	Ashley	애슐리
kor to eng	애슐리	Ashley
eng to kor	jungle gym	정글짐
kor to eng	정글짐	jungle gym
eng to kor	Ocean City	오션 시티
kor to eng	오션 시티	Ocean City
eng to kor	Seminole	세미놀
kor to eng	세미놀	Seminole
eng to kor	Bourg-en-Bresse	부르캉브레스
kor to eng	부르캉브레스	Bourg-en-Bresse
